song_id,sentiment_label,sentiment_score
77,negative,-0.4328855276107788
78,negative,-0.31255042552948
79,negative,-0.42194682359695435
80,negative,-0.41140255331993103
81,negative,-0.4310725927352905
82,negative,-0.12432289123535156
83,negative,-0.40979206562042236
84,negative,-0.4165937006473541
85,neutral,-0.020288243889808655
86,negative,-0.4236229360103607
87,negative,-0.42453324794769287
88,negative,-0.3584422767162323
89,negative,-0.40290749073028564
90,negative,-0.4314591884613037
91,negative,-0.38977354764938354
92,neutral,-0.014670901000499725
93,negative,-0.4208866357803345
94,negative,-0.40832754969596863
95,negative,-0.06495353579521179
96,neutral,-0.015368953347206116
97,negative,-0.42604586482048035
98,negative,-0.4065079689025879
99,negative,-0.4221448302268982
100,negative,-0.41622379422187805
101,negative,-0.4153527021408081
102,negative,-0.404366672039032
103,negative,-0.3666089177131653
104,negative,-0.41274207830429077
105,negative,-0.41662514209747314
106,negative,-0.3847132921218872
107,negative,-0.4132225215435028
108,negative,-0.42042428255081177
109,negative,-0.3627575635910034
110,negative,-0.42198413610458374
111,negative,-0.38502877950668335
112,negative,-0.41622498631477356
113,negative,-0.17130613327026367
114,negative,-0.4136708974838257
115,negative,-0.3124048411846161
116,negative,-0.422688364982605
117,neutral,-0.017565354704856873
118,neutral,-0.04343384504318237
119,neutral,-0.024844177067279816
120,negative,-0.4178102910518646
121,negative,-0.4164912700653076
122,negative,-0.422821581363678
123,neutral,-0.015698574483394623
124,neutral,-0.014180883765220642
125,neutral,-0.11551615595817566
126,negative,-0.42301028966903687
127,neutral,-0.01588987559080124
128,negative,-0.42074260115623474
129,negative,-0.3472852408885956
130,negative,-0.33186471462249756
131,negative,-0.4219393730163574
132,negative,-0.40998777747154236
133,negative,-0.41350874304771423
134,negative,-0.427940309047699
135,negative,-0.430763840675354
136,negative,-0.43146252632141113
137,negative,-0.4122771620750427
138,negative,-0.41682595014572144
139,negative,-0.42622876167297363
140,negative,-0.4245186448097229
141,negative,-0.42379558086395264
142,negative,-0.3755469024181366
143,negative,-0.4274217486381531
144,neutral,-0.021172791719436646
145,negative,-0.3032154142856598
146,neutral,-0.042881593108177185
147,neutral,-0.16507264971733093
148,negative,-0.43236425518989563
149,negative,-0.4162639379501343
150,neutral,-0.015515975654125214
151,negative,-0.4345642924308777
152,neutral,-0.07321524620056152
153,negative,-0.42762231826782227
154,neutral,-0.08881454914808273
155,negative,-0.41374653577804565
156,negative,-0.4230940341949463
157,negative,-0.3521623909473419
158,negative,-0.10005971789360046
159,negative,-0.3416127562522888
160,neutral,-0.07007212936878204
161,negative,-0.42989978194236755
162,negative,-0.4186857342720032
163,negative,-0.0874330997467041
164,negative,-0.41923844814300537
165,negative,-0.4018402397632599
166,neutral,-0.014107070863246918
167,neutral,-0.18825888633728027
168,neutral,-0.01952284574508667
169,neutral,-0.06253936886787415
170,negative,-0.32971203327178955
171,negative,-0.4256209135055542
172,negative,-0.4171013832092285
173,negative,-0.07369235157966614
174,negative,-0.40417948365211487
175,neutral,-0.09045761823654175
176,negative,-0.42702728509902954
177,negative,-0.4274146258831024
178,negative,-0.35203567147254944
179,negative,-0.4189293384552002
180,negative,-0.41289395093917847
181,neutral,-0.01730644702911377
182,negative,-0.4152935743331909
183,negative,-0.0602666437625885
184,negative,-0.37272220849990845
185,negative,-0.4332183599472046
186,neutral,-0.015527501702308655
187,negative,-0.4256264567375183
188,negative,-0.40619221329689026
189,negative,-0.42648643255233765
190,negative,-0.42555490136146545
191,negative,-0.4281556308269501
192,negative,-0.27667418122291565
193,negative,-0.08892276883125305
194,negative,-0.419442743062973
195,negative,-0.4241928458213806
196,negative,-0.42273351550102234
197,negative,-0.41791558265686035
198,negative,-0.40673142671585083
199,negative,-0.42162638902664185
200,negative,-0.40422719717025757
201,negative,-0.05715981125831604
202,negative,-0.2846636474132538
203,negative,-0.4119310975074768
204,negative,-0.418069064617157
205,negative,-0.42856183648109436
206,negative,-0.411857008934021
207,negative,-0.3083212375640869
208,neutral,-0.1505468338727951
209,negative,-0.42622530460357666
210,negative,-0.42758142948150635
211,neutral,-0.0696169063448906
212,negative,-0.4246312975883484
213,negative,-0.2725224196910858
214,negative,-0.41390934586524963
215,negative,-0.4276963770389557
216,negative,-0.3724934458732605
217,negative,-0.4153595566749573
218,negative,-0.2958957552909851
219,neutral,-0.02853182703256607
220,negative,-0.3830093741416931
221,negative,-0.420665979385376
222,negative,-0.3584825396537781
223,neutral,-0.06236701458692551
224,negative,-0.42524224519729614
225,neutral,-0.03595622628927231
226,neutral,-0.05792777240276337
227,neutral,-0.01431690901517868
228,negative,-0.27689310908317566
229,negative,-0.41250717639923096
230,negative,-0.42351236939430237
231,negative,-0.40295514464378357
232,negative,-0.43025827407836914
233,negative,-0.4199010133743286
234,negative,-0.42077210545539856
235,negative,-0.42571574449539185
236,negative,-0.38304832577705383
237,negative,-0.3906327486038208
238,negative,-0.413512259721756
239,neutral,-0.125212624669075
240,negative,-0.31410878896713257
241,negative,-0.4183598756790161
242,negative,-0.33905068039894104
243,negative,-0.4091864228248596
244,negative,-0.4264923930168152
245,negative,-0.08713093400001526
246,negative,-0.4187324643135071
247,negative,-0.1947413682937622
248,neutral,-0.02406882494688034
249,neutral,-0.054760709404945374
250,neutral,-0.047891050577163696
251,negative,-0.42117583751678467
252,negative,-0.3869776129722595
253,negative,-0.43294233083724976
254,negative,-0.4274228513240814
255,neutral,-0.025941036641597748
256,neutral,-0.014151915907859802
257,negative,-0.41834497451782227
258,negative,-0.41897353529930115
259,negative,-0.060242027044296265
260,negative,-0.4123627245426178
261,neutral,-0.1870817095041275
262,negative,-0.43218380212783813
263,negative,-0.42309221625328064
264,negative,-0.42663145065307617
265,negative,-0.42531663179397583
266,negative,-0.4217861294746399
267,negative,-0.4337432086467743
268,negative,-0.4241155982017517
269,negative,-0.2371041178703308
270,neutral,-0.01582297682762146
271,negative,-0.425301194190979
272,negative,-0.42410510778427124
273,negative,-0.38584762811660767
274,negative,-0.41623926162719727
275,negative,-0.40264466404914856
276,negative,-0.42755216360092163
277,negative,-0.41834092140197754
278,neutral,-0.022390171885490417
279,negative,-0.4244391620159149
280,negative,-0.42023199796676636
281,neutral,-0.016824498772621155
282,negative,-0.41945207118988037
283,negative,-0.4053335189819336
284,negative,-0.40291017293930054
285,negative,-0.42332935333251953
286,negative,-0.4265417456626892
287,negative,-0.4203147292137146
288,negative,-0.33165350556373596
289,negative,-0.41696399450302124
290,negative,-0.4263277053833008
291,negative,-0.4166368842124939
292,negative,-0.41716551780700684
293,negative,-0.4177846908569336
294,negative,-0.39719104766845703
295,negative,-0.4251384139060974
296,negative,-0.3391955494880676
297,negative,-0.4306356906890869
298,negative,-0.4201532006263733
299,neutral,-0.023646280169487
300,negative,-0.42611509561538696
301,negative,-0.4042297899723053
302,negative,-0.4232341945171356
303,neutral,-0.037817806005477905
304,negative,-0.37337714433670044
305,negative,-0.41766780614852905
306,negative,-0.3898175358772278
307,negative,-0.42169514298439026
308,negative,-0.1846333146095276
309,neutral,-0.03366784006357193
310,neutral,-0.13853171467781067
311,negative,-0.4172707200050354
312,negative,-0.4225372076034546
313,negative,-0.1109926700592041
314,negative,-0.4269096851348877
315,negative,-0.424334853887558
316,negative,-0.35747426748275757
317,negative,-0.4054815173149109
318,neutral,-0.20918864011764526
319,neutral,-0.034834690392017365
320,negative,-0.427852988243103
321,negative,-0.4237365424633026
322,negative,-0.3878867030143738
323,negative,-0.4212150275707245
324,neutral,-0.015329219400882721
325,negative,-0.42331135272979736
326,negative,-0.3214038014411926
327,negative,-0.4234875738620758
328,negative,-0.4212839603424072
329,negative,-0.3785196542739868
330,negative,-0.3992670476436615
331,neutral,-0.230342835187912
332,negative,-0.4265488386154175
333,negative,-0.3127841353416443
334,negative,-0.4222753047943115
335,negative,-0.424838125705719
336,negative,-0.3762127161026001
337,negative,-0.39564037322998047
338,negative,-0.42436105012893677
339,negative,-0.422681987285614
340,negative,-0.43042775988578796
341,negative,-0.095364511013031
342,negative,-0.09356197714805603
343,negative,-0.41341009736061096
344,negative,-0.41327014565467834
345,negative,-0.41095760464668274
346,negative,-0.16910672187805176
347,negative,-0.4301856756210327
348,negative,-0.4028814136981964
349,negative,-0.42782384157180786
350,neutral,-0.08585920184850693
351,negative,-0.42333054542541504
352,negative,-0.3718433976173401
353,negative,-0.07364878058433533
354,negative,-0.42299652099609375
355,negative,-0.28605759143829346
356,negative,-0.42126595973968506
357,negative,-0.4306495785713196
358,negative,-0.3932119309902191
359,negative,-0.3824416995048523
360,negative,-0.3671938180923462
361,negative,-0.41826096177101135
362,negative,-0.4231613278388977
363,negative,-0.4196734130382538
364,negative,-0.13942328095436096
365,negative,-0.4025624394416809
366,negative,-0.38757452368736267
367,negative,-0.40822094678878784
368,negative,-0.4205557405948639
369,negative,-0.3272075355052948
370,negative,-0.038361817598342896
371,neutral,-0.019537635147571564
372,negative,-0.403678297996521
373,negative,-0.11525100469589233
374,negative,-0.4276356101036072
375,neutral,-0.05401583015918732
376,negative,-0.413174569606781
377,negative,-0.4343477189540863
378,negative,-0.3814656138420105
379,negative,-0.32595008611679077
380,positive,0.04627585411071777
381,negative,-0.4181065559387207
382,negative,-0.42422568798065186
383,negative,-0.4016253650188446
384,neutral,-0.015550456941127777
385,negative,-0.4136977791786194
386,neutral,-0.015448011457920074
387,negative,-0.4308328330516815
388,negative,-0.4139525294303894
389,negative,-0.4249582588672638
390,negative,-0.33478888869285583
391,negative,-0.42123228311538696
392,neutral,-0.08132267743349075
393,negative,-0.40956124663352966
394,negative,-0.4225759506225586
395,negative,-0.4130937457084656
396,negative,-0.42473483085632324
397,neutral,-0.021250590682029724
398,negative,-0.42960983514785767
399,negative,-0.11978524923324585
400,negative,-0.4225962460041046
401,negative,-0.4338565468788147
402,negative,-0.3513193428516388
403,neutral,-0.1767914742231369
404,negative,-0.11600926518440247
405,negative,-0.3929646611213684
406,negative,-0.4199814200401306
407,neutral,-0.21808594465255737
408,negative,-0.419000506401062
409,negative,-0.428536057472229
410,negative,-0.42351311445236206
411,negative,-0.19859415292739868
412,negative,-0.27542638778686523
413,neutral,-0.02569657564163208
414,negative,-0.42265015840530396
415,negative,-0.4097146689891815
416,negative,-0.4042239785194397
417,negative,-0.4101210832595825
418,negative,-0.4213046431541443
419,negative,-0.42141497135162354
420,negative,-0.10516643524169922
421,negative,-0.1867820918560028
422,neutral,-0.014742642641067505
423,neutral,-0.03126680850982666
424,negative,-0.4086170196533203
425,negative,-0.4281044006347656
426,neutral,-0.16468068957328796
427,negative,-0.40420961380004883
428,negative,-0.38894250988960266
429,negative,-0.4102109670639038
430,negative,-0.41775593161582947
431,neutral,-0.016199015080928802
432,negative,-0.42246752977371216
433,negative,-0.4299333393573761
434,negative,-0.41812366247177124
435,negative,-0.39168912172317505
436,negative,-0.41956663131713867
437,negative,-0.4184233546257019
438,negative,-0.42837753891944885
439,neutral,-0.06837986409664154
440,negative,-0.12245941162109375
441,negative,-0.4184392988681793
442,neutral,-0.2561538517475128
443,negative,-0.4095080494880676
444,negative,-0.4157353937625885
445,negative,-0.4297645688056946
446,negative,-0.23096099495887756
447,negative,-0.42553216218948364
448,negative,-0.062562495470047
449,negative,-0.2994242310523987
450,negative,-0.4012490212917328
451,negative,-0.31460076570510864
452,negative,-0.3830461800098419
453,negative,-0.4187694191932678
454,negative,-0.4115159511566162
455,neutral,-0.17062731087207794
456,negative,-0.07347708940505981
457,neutral,-0.01650536060333252
458,negative,-0.4145009517669678
459,neutral,-0.016068682074546814
460,negative,-0.41246771812438965
461,negative,-0.4121089577674866
462,negative,-0.4262864887714386
463,negative,-0.40559619665145874
464,negative,-0.34164121747016907
465,negative,-0.14823129773139954
466,negative,-0.4183667004108429
467,negative,-0.12127560377120972
468,negative,-0.4155904948711395
469,negative,-0.4249687194824219
470,negative,-0.4223088026046753
471,neutral,-0.03170207887887955
472,neutral,-0.024899102747440338
473,negative,-0.4314330816268921
474,negative,-0.40753287076950073
475,negative,-0.4083684980869293
476,negative,-0.4158940315246582
477,neutral,-0.030248545110225677
478,negative,-0.4043722152709961
479,negative,-0.4277772903442383
480,negative,-0.3732013702392578
481,neutral,-0.030178159475326538
482,neutral,-0.014457166194915771
483,negative,-0.3739735782146454
484,negative,-0.4197368621826172
485,negative,-0.4255129098892212
486,negative,-0.28260523080825806
487,negative,-0.4196231961250305
488,negative,-0.4167448878288269
489,neutral,-0.01608007401227951
490,negative,-0.41468024253845215
491,neutral,-0.15344023704528809
492,negative,-0.4236270785331726
493,neutral,-0.023577071726322174
494,negative,-0.3164696991443634
495,negative,-0.38868704438209534
496,negative,-0.42519456148147583
497,negative,-0.42256471514701843
498,negative,-0.4252100884914398
499,negative,-0.42534270882606506
500,neutral,-0.09907876700162888
501,negative,-0.38440021872520447
502,negative,-0.42448896169662476
503,neutral,-0.024843208491802216
504,negative,-0.42566585540771484
505,negative,-0.42230933904647827
506,negative,-0.4171334207057953
507,negative,-0.26267209649086
508,neutral,-0.015599459409713745
509,negative,-0.4146917462348938
510,neutral,-0.23286327719688416
511,negative,-0.402931809425354
512,negative,-0.4287071228027344
513,negative,-0.426631897687912
514,negative,-0.42992764711380005
515,negative,-0.4216170310974121
516,negative,-0.4191517233848572
517,negative,-0.42014455795288086
518,negative,-0.4184238910675049
519,negative,-0.09888350963592529
520,negative,-0.4205265939235687
521,negative,-0.2808878421783447
522,negative,-0.3884202837944031
523,negative,-0.4224684536457062
524,neutral,-0.04047323763370514
525,neutral,-0.015290752053260803
526,negative,-0.4190312922000885
527,neutral,-0.014940321445465088
528,negative,-0.42322421073913574
529,negative,-0.061423152685165405
530,negative,-0.4268823266029358
531,neutral,-0.025649741291999817
532,negative,-0.4225829243659973
533,negative,-0.43342655897140503
534,negative,-0.4110286831855774
535,negative,-0.41912657022476196
536,negative,-0.40879541635513306
537,negative,-0.3048516809940338
538,negative,-0.3844539523124695
539,negative,-0.41380035877227783
540,negative,-0.4108698070049286
541,negative,-0.42103007435798645
542,neutral,-0.1297173798084259
543,negative,-0.4218732714653015
544,neutral,0.011152446269989014
545,neutral,-0.04978231340646744
546,neutral,-0.2513135075569153
547,negative,-0.31400901079177856
548,negative,-0.42488229274749756
549,neutral,-0.10564747452735901
550,neutral,0.009745001792907715
551,positive,0.06281441450119019
552,negative,-0.4179692268371582
553,negative,-0.06880885362625122
554,neutral,-0.23566724359989166
555,neutral,-0.020986691117286682
556,negative,-0.337597131729126
557,negative,-0.423350989818573
558,negative,-0.4288875460624695
559,neutral,-0.017037764191627502
560,neutral,-0.018041856586933136
561,neutral,-0.021806977689266205
562,negative,-0.42294275760650635
563,positive,0.061302751302719116
564,negative,-0.40992268919944763
565,negative,-0.4197121858596802
566,negative,-0.4136001467704773
567,negative,-0.4242801070213318
568,negative,-0.4214799404144287
569,negative,-0.4171780049800873
570,negative,-0.4268209636211395
571,negative,-0.4208845794200897
572,negative,-0.4105045795440674
573,negative,-0.42495495080947876
574,negative,-0.40430718660354614
575,negative,-0.4178115129470825
576,negative,-0.4263497591018677
577,negative,-0.29276371002197266
578,negative,-0.07328793406486511
579,negative,-0.41761982440948486
580,neutral,-0.049521446228027344
581,negative,-0.42089003324508667
582,negative,-0.42246973514556885
583,negative,-0.06601592898368835
584,negative,-0.4230194687843323
585,negative,-0.4251725375652313
586,neutral,-0.2378183752298355
587,negative,-0.09574323892593384
588,negative,-0.07935360074043274
589,negative,-0.12141504883766174
590,negative,-0.41262418031692505
591,neutral,-0.02592359483242035
592,negative,-0.38941070437431335
593,negative,-0.4126933217048645
594,negative,-0.41451871395111084
595,negative,-0.4310981333255768
596,negative,-0.4252571761608124
597,negative,-0.4257713854312897
598,negative,-0.4103797376155853
599,negative,-0.4074791669845581
600,negative,-0.36640721559524536
601,neutral,-0.05606211721897125
602,negative,-0.3265579044818878
603,negative,-0.2857145667076111
604,neutral,-0.10933363437652588
605,negative,-0.3893183767795563
606,negative,-0.4309203624725342
607,negative,-0.41951847076416016
608,negative,-0.38094452023506165
609,negative,-0.42372506856918335
610,negative,-0.4160607159137726
611,negative,-0.3842516541481018
612,negative,-0.12732508778572083
613,negative,-0.4177115559577942
614,negative,-0.42590194940567017
615,neutral,-0.12373654544353485
616,negative,-0.3665701150894165
617,negative,-0.27925005555152893
618,negative,-0.3581071197986603
619,negative,-0.32942163944244385
620,negative,-0.427217036485672
621,neutral,-0.015490628778934479
622,negative,-0.42636752128601074
623,neutral,-0.06956672668457031
624,neutral,-0.226047545671463
625,negative,-0.10509052872657776
626,negative,-0.40998533368110657
627,negative,-0.4216723144054413
628,negative,-0.3613615334033966
629,negative,-0.4169580936431885
630,negative,-0.4254148006439209
631,negative,-0.2377283275127411
632,negative,-0.40879231691360474
633,negative,-0.4246995449066162
634,neutral,-0.0352371409535408
635,negative,-0.42712944746017456
636,negative,-0.4241831302642822
637,negative,-0.4210668206214905
638,negative,-0.4255187511444092
639,neutral,-0.015461131930351257
640,negative,-0.4141446650028229
641,negative,-0.41487184166908264
642,negative,-0.4138264060020447
643,negative,-0.4238837957382202
644,negative,-0.41964322328567505
645,negative,-0.33063241839408875
646,negative,-0.1338045597076416
647,neutral,-0.015493161976337433
648,negative,-0.36742669343948364
649,negative,-0.41590818762779236
650,negative,-0.42572081089019775
651,negative,-0.4244094491004944
652,negative,-0.42820650339126587
653,negative,-0.4271497130393982
654,negative,-0.42805999517440796
655,negative,-0.42320722341537476
656,negative,-0.4192008674144745
657,negative,-0.28247442841529846
658,negative,-0.41476404666900635
659,negative,-0.41460031270980835
660,negative,-0.42369598150253296
661,negative,-0.11967453360557556
662,negative,-0.34497207403182983
663,negative,-0.42649346590042114
664,negative,-0.41297009587287903
665,negative,-0.4167296886444092
666,negative,-0.4148305654525757
667,negative,-0.4252818822860718
668,negative,-0.3946685492992401
669,neutral,-0.015232905745506287
670,neutral,-0.08388110995292664
671,negative,-0.4030981659889221
672,negative,-0.42381811141967773
673,negative,-0.42066502571105957
674,neutral,-0.013694040477275848
675,negative,-0.43058574199676514
676,negative,-0.4039309322834015
677,negative,-0.43080681562423706
678,neutral,-0.02324633300304413
679,negative,-0.42420199513435364
680,negative,-0.30250099301338196
681,negative,-0.4002176523208618
682,negative,-0.41907748579978943
683,negative,-0.4232630133628845
684,negative,-0.4170873761177063
685,neutral,-0.015942156314849854
686,negative,-0.39439135789871216
687,negative,-0.3179585635662079
688,negative,-0.42802324891090393
689,neutral,-0.14949338138103485
690,neutral,-0.16231684386730194
691,negative,-0.4283774495124817
692,neutral,-0.015821881592273712
693,negative,-0.32289406657218933
694,negative,-0.2892059087753296
695,negative,-0.4101274609565735
696,negative,-0.3756791949272156
697,negative,-0.39073577523231506
698,neutral,-0.24857036769390106
699,neutral,-0.014551892876625061
700,negative,-0.4254036545753479
701,negative,-0.4252030849456787
702,negative,-0.40041160583496094
703,neutral,-0.22221195697784424
704,negative,-0.38532447814941406
705,negative,-0.2234363853931427
706,negative,-0.41552072763442993
707,negative,-0.0749707818031311
708,negative,-0.4114343225955963
709,negative,-0.42414331436157227
710,negative,-0.38502663373947144
711,negative,-0.4061194360256195
712,negative,-0.4180627465248108
713,neutral,-0.03260171413421631
714,negative,-0.42478668689727783
715,negative,-0.27384042739868164
716,negative,-0.4184443950653076
717,negative,-0.42499417066574097
718,neutral,-0.02605544775724411
719,negative,-0.3823084533214569
720,negative,-0.42638105154037476
721,negative,-0.14660897850990295
722,negative,-0.15207189321517944
723,negative,-0.38311660289764404
724,negative,-0.4222714304924011
725,negative,-0.4270848035812378
726,negative,-0.42883700132369995
727,negative,-0.3998071253299713
728,negative,-0.2714400291442871
729,negative,-0.4283449053764343
730,negative,-0.4309086203575134
731,negative,-0.42283177375793457
732,negative,-0.4023498296737671
733,negative,-0.31529122591018677
734,negative,-0.3376289904117584
735,neutral,-0.018676601350307465
736,negative,-0.4194692373275757
737,negative,-0.4253741502761841
738,negative,-0.425481379032135
739,negative,-0.42197901010513306
740,neutral,-0.025983743369579315
741,negative,-0.4331592917442322
742,negative,-0.14989244937896729
743,negative,-0.17569050192832947
744,negative,-0.37649065256118774
745,neutral,-0.01939672976732254
746,negative,-0.4164406955242157
747,negative,-0.42625921964645386
748,negative,-0.433662086725235
749,neutral,-0.07877230644226074
750,negative,-0.4265120327472687
751,neutral,-0.0966326966881752
752,negative,-0.41701167821884155
753,negative,-0.3745850920677185
754,negative,-0.42456763982772827
755,negative,-0.4152110815048218
756,negative,-0.394070565700531
757,negative,-0.394339382648468
758,negative,-0.4281618893146515
759,negative,-0.42609232664108276
760,negative,-0.43300357460975647
761,negative,-0.02048557996749878
762,negative,-0.16545319557189941
763,negative,-0.4180133640766144
764,negative,-0.39825478196144104
765,negative,-0.3291250169277191
766,negative,-0.42525696754455566
767,neutral,-0.15107965469360352
768,neutral,-0.01468724012374878
769,negative,-0.4175087809562683
770,negative,-0.42742061614990234
771,negative,-0.42470306158065796
772,neutral,-0.016206420958042145
773,negative,-0.4326285123825073
774,negative,-0.41060885787010193
775,neutral,-0.022903889417648315
776,negative,-0.1970047950744629
777,negative,-0.41605299711227417
778,neutral,-0.16988174617290497
779,negative,-0.4139898121356964
780,negative,-0.398640513420105
781,negative,-0.4055423438549042
782,negative,-0.42223966121673584
783,negative,-0.4318588078022003
784,negative,-0.11914330720901489
785,negative,-0.4210430383682251
786,negative,-0.4282330274581909
787,negative,-0.38135161995887756
788,negative,-0.19451233744621277
789,neutral,-0.017115280032157898
790,positive,0.0003045499324798584
791,neutral,-0.061342619359493256
792,negative,-0.031849026679992676
793,negative,-0.3159940540790558
794,negative,-0.41492700576782227
795,negative,-0.3589753210544586
796,negative,-0.370269775390625
797,neutral,-0.01945316046476364
798,negative,-0.38374102115631104
799,negative,-0.41440045833587646
800,negative,-0.3994944393634796
801,neutral,-0.014276854693889618
802,negative,-0.2555365562438965
803,negative,-0.4272902309894562
804,neutral,-0.024730771780014038
805,negative,-0.23199450969696045
806,negative,-0.38201844692230225
807,negative,-0.43329107761383057
808,negative,-0.4244987964630127
809,positive,0.05012670159339905
810,negative,-0.06294068694114685
811,negative,-0.42013856768608093
812,neutral,-0.12153282761573792
813,negative,-0.1845564842224121
814,negative,-0.28492894768714905
815,negative,-0.34061872959136963
816,negative,-0.1669445037841797
817,negative,-0.1871558129787445
818,negative,-0.42054134607315063
819,neutral,-0.1394156664609909
820,negative,-0.42618003487586975
821,negative,-0.42573773860931396
822,negative,-0.2158927023410797
823,neutral,-0.26236099004745483
824,negative,-0.4298350214958191
825,negative,-0.09412890672683716
826,neutral,-0.0293806791305542
827,negative,-0.4302492141723633
828,negative,-0.3847048282623291
829,negative,-0.41841039061546326
830,negative,-0.4174228310585022
831,negative,-0.3980237543582916
832,negative,-0.4190824031829834
833,neutral,-0.2419830858707428
834,negative,-0.4264425039291382
835,negative,-0.42455899715423584
836,negative,-0.04399406909942627
837,negative,-0.10482630133628845
838,negative,-0.41379863023757935
839,neutral,-0.0408034473657608
840,negative,-0.4263182580471039
841,negative,-0.3796907663345337
842,negative,-0.4288893938064575
843,neutral,-0.029255852103233337
844,negative,-0.4240682125091553
845,negative,-0.42117130756378174
846,negative,-0.41842514276504517
847,negative,-0.4276425838470459
848,neutral,-0.0146145299077034
849,negative,-0.10411572456359863
850,negative,-0.41549813747406006
851,negative,-0.3942245543003082
852,negative,-0.40468737483024597
853,neutral,-0.030047588050365448
854,negative,-0.050300776958465576
855,negative,-0.3562600910663605
856,negative,-0.42088133096694946
857,negative,-0.4201928973197937
858,negative,-0.4248875379562378
859,negative,-0.4238717555999756
860,negative,-0.42190757393836975
861,negative,-0.42581045627593994
862,negative,-0.4201747179031372
863,neutral,-0.1571286916732788
864,negative,-0.19171565771102905
865,negative,-0.416692852973938
866,neutral,-0.08964987099170685
867,negative,-0.11288478970527649
868,negative,-0.3960149884223938
869,negative,-0.4166218042373657
870,negative,-0.4228539764881134
871,negative,-0.3752632439136505
872,negative,-0.416352778673172
873,neutral,-0.025803811848163605
874,negative,-0.27855217456817627
875,negative,-0.4297584891319275
876,negative,-0.4254210591316223
877,negative,-0.4210968017578125
878,neutral,-0.015128225088119507
879,negative,-0.4177057147026062
880,negative,-0.41294533014297485
881,neutral,-0.05985967069864273
882,negative,-0.43204736709594727
883,negative,-0.40664467215538025
884,negative,-0.4275314211845398
885,negative,-0.41460758447647095
886,neutral,-0.020512253046035767
887,neutral,-0.030675388872623444
888,negative,-0.412543386220932
889,negative,-0.1454358696937561
890,negative,-0.4207170009613037
891,negative,-0.39682650566101074
892,negative,-0.4315047264099121
893,negative,-0.19893816113471985
894,neutral,-0.1368618756532669
895,negative,-0.27980297803878784
896,negative,-0.4317716360092163
897,negative,-0.2154558300971985
898,neutral,-0.01628156006336212
899,negative,-0.42302650213241577
900,neutral,-0.018054567277431488
901,neutral,-0.19552704691886902
902,negative,-0.41454726457595825
903,negative,-0.32584086060523987
904,negative,-0.4195486903190613
905,neutral,-0.017923757433891296
906,neutral,-0.015774309635162354
907,neutral,-0.041835784912109375
908,neutral,-0.03250715136528015
909,negative,-0.4183710813522339
910,neutral,-0.02221451699733734
911,neutral,-0.014967136085033417
912,negative,-0.27562829852104187
913,negative,-0.4327126741409302
914,neutral,-0.1316625475883484
915,negative,-0.4146815836429596
916,negative,-0.42542964220046997
917,negative,-0.4201708734035492
918,negative,-0.42269450426101685
919,negative,-0.2607199549674988
920,negative,-0.37744665145874023
